Freq.;Voutdb;Voutrad
3.97191549469385e+02;7.28566287339230e-02;-3.93946388526932e-01
3.98107170553441e+02;7.31822461682274e-02;-3.95232562115023e-01
3.99024902362086e+02;7.35092714427735e-02;-3.96524199174972e-01
3.99944749761041e+02;7.38377102239802e-02;-3.97821328272194e-01
4.00866717627247e+02;7.41675681973671e-02;-3.99123978134016e-01
4.01790810848883e+02;7.44988510675857e-02;-4.00432177650591e-01
4.02717034325402e+02;7.48315645584500e-02;-4.01745955875758e-01
4.03645392967548e+02;7.51657144129518e-02;-4.03065342027951e-01
4.04575891697386e+02;7.55013063933203e-02;-4.04390365491072e-01
4.05508535448327e+02;7.58383462810291e-02;-4.05721055815430e-01
4.06443329165156e+02;7.61768398768293e-02;-4.07057442718611e-01
4.07380277804055e+02;7.65167930007888e-02;-4.08399556086396e-01
4.08319386332635e+02;7.68582114923090e-02;-4.09747425973689e-01
4.09260659729953e+02;7.72011012101670e-02;-4.11101082605443e-01
4.10204102986549e+02;7.75454680325280e-02;-4.12460556377505e-01
4.11149721104464e+02;7.78913178569926e-02;-4.13825877857673e-01
4.12097519097272e+02;7.82386566006071e-02;-4.15197077786482e-01
4.13047501990103e+02;7.85874901998956e-02;-4.16574187078256e-01
4.13999674819672e+02;7.89378246109050e-02;-4.17957236821981e-01
4.14954042634304e+02;7.92896658091957e-02;-4.19346258282244e-01
4.15910610493963e+02;7.96430197899116e-02;-4.20741282900229e-01
4.16869383470276e+02;7.99978925677615e-02;-4.22142342294610e-01
4.17830366646563e+02;8.03542901770886e-02;-4.23549468262553e-01
4.18793565117859e+02;8.07122186718591e-02;-4.24962692780624e-01
4.19758983990948e+02;8.10716841257165e-02;-4.26382048005796e-01
4.20726628384385e+02;8.14326926319854e-02;-4.27807566276408e-01
4.21696503428523e+02;8.17952503037021e-02;-4.29239280113113e-01
4.22668614265543e+02;8.21593632736493e-02;-4.30677222219873e-01
4.23642966049481e+02;8.25250376943636e-02;-4.32121425484927e-01
4.24619563946253e+02;8.28922797381637e-02;-4.33571922981772e-01
4.25598413133683e+02;8.32610955971886e-02;-4.35028747970189e-01
4.26579518801532e+02;8.36314914833954e-02;-4.36491933897176e-01
4.27562886151526e+02;8.40034736286041e-02;-4.37961514397976e-01
4.28548520397379e+02;8.43770482844938e-02;-4.39437523297075e-01
4.29536426764826e+02;8.47522217226533e-02;-4.40919994609218e-01
4.30526610491650e+02;8.51290002345877e-02;-4.42408962540380e-01
4.31519076827704e+02;8.55073901317310e-02;-4.43904461488823e-01
4.32513831034947e+02;8.58873977454798e-02;-4.45406526046081e-01
4.33510878387467e+02;8.62690294272068e-02;-4.46915190998001e-01
4.34510224171510e+02;8.66522915482828e-02;-4.48430491325754e-01
4.35511873685507e+02;8.70371905000923e-02;-4.49952462206870e-01
4.36515832240104e+02;8.74237326940610e-02;-4.51481139016275e-01
4.37522105158190e+02;8.78119245616518e-02;-4.53016557327343e-01
4.38530697774923e+02;8.82017725544154e-02;-4.54558752912897e-01
4.39541615437762e+02;8.85932831439740e-02;-4.56107761746301e-01
4.40554863506491e+02;8.89864628220605e-02;-4.57663620002478e-01
4.41570447353250e+02;8.93813181005349e-02;-4.59226364058985e-01
4.42588372362563e+02;8.97778555113746e-02;-4.60796030497064e-01
4.43608643931369e+02;9.01760816067279e-02;-4.62372656102711e-01
4.44631267469045e+02;9.05760029588993e-02;-4.63956277867730e-01
4.45656248397440e+02;9.09776261603689e-02;-4.65546932990828e-01
4.46683592150899e+02;9.13809578238235e-02;-4.67144658878678e-01
4.47713304176299e+02;9.17860045821463e-02;-4.68749493146996e-01
4.48745389933068e+02;9.21927730884486e-02;-4.70361473621625e-01
4.49779854893224e+02;9.26012700160704e-02;-4.71980638339634e-01
4.50816704541396e+02;9.30115020586003e-02;-4.73607025550413e-01
4.51855944374858e+02;9.34234759298817e-02;-4.75240673716749e-01
4.52897579903556e+02;9.38371983640232e-02;-4.76881621515967e-01
4.53941616650138e+02;9.42526761154153e-02;-4.78529907841013e-01
4.54988060149983e+02;9.46699159587315e-02;-4.80185571801532e-01
4.56036915951231e+02;9.50889246889468e-02;-4.81848652725037e-01
4.57088189614810e+02;9.55097091213421e-02;-4.83519190158000e-01
4.58141886714468e+02;9.59322760915071e-02;-4.85197223867003e-01
4.59198012836803e+02;9.63566324553542e-02;-4.86882793839809e-01
4.60256573581290e+02;9.67827850891308e-02;-4.88575940286558e-01
4.61317574560313e+02;9.72107408894175e-02;-4.90276703640862e-01
4.62381021399194e+02;9.76405067731285e-02;-4.91985124560942e-01
4.63446919736222e+02;9.80720896775403e-02;-4.93701243930816e-01
4.64515275222683e+02;9.85054965602636e-02;-4.95425102861403e-01
4.65586093522892e+02;9.89407343992825e-02;-4.97156742691689e-01
4.66659380314222e+02;9.93778101929304e-02;-4.98896204989898e-01
4.67735141287131e+02;9.98167309599078e-02;-5.00643531554635e-01
4.68813382145198e+02;1.00257503739277e-01;-5.02398764416060e-01
4.69894108605148e+02;1.00700135590472e-01;-5.04161945837065e-01
4.70977326396885e+02;1.01144633593301e-01;-5.05933118314421e-01
4.72063041263523e+02;1.01591004847933e-01;-5.07712324580002e-01
4.73151258961412e+02;1.02039256474905e-01;-5.09499607601920e-01
4.74241985260176e+02;1.02489395615137e-01;-5.11295010585752e-01
4.75335225942737e+02;1.02941429429906e-01;-5.13098576975706e-01
4.76430986805347e+02;1.03395365100856e-01;-5.14910350455797e-01
4.77529273657622e+02;1.03851209830002e-01;-5.16730374951112e-01
4.78630092322569e+02;1.04308970839716e-01;-5.18558694628946e-01
4.79733448636620e+02;1.04768655372727e-01;-5.20395353900054e-01
4.80839348449659e+02;1.05230270692117e-01;-5.22240397419832e-01
4.81947797625058e+02;1.05693824081315e-01;-5.24093870089548e-01
4.83058802039703e+02;1.06159322844101e-01;-5.25955817057563e-01
4.84172367584029e+02;1.06626774304575e-01;-5.27826283720568e-01
4.85288500162051e+02;1.07096185807183e-01;-5.29705315724780e-01
4.86407205691391e+02;1.07567564716683e-01;-5.31592958967206e-01
4.87528490103316e+02;1.08040918418142e-01;-5.33489259596846e-01
4.88652359342763e+02;1.08516254316938e-01;-5.35394264015974e-01
4.89778819368375e+02;1.08993579838742e-01;-5.37308018881360e-01
4.90907876152532e+02;1.09472902429503e-01;-5.39230571105512e-01
4.92039535681380e+02;1.09954229555445e-01;-5.41161967857949e-01
4.93173803954864e+02;1.10437568703054e-01;-5.43102256566451e-01
4.94310686986764e+02;1.10922927379058e-01;-5.45051484918314e-01
4.95450190804718e+02;1.11410313110421e-01;-5.47009700861611e-01
4.96592321450264e+02;1.11899733444327e-01;-5.48976952606485e-01
4.97737084978864e+02;1.12391195948163e-01;-5.50953288626393e-01
4.98884487459940e+02;1.12884708209509e-01;-5.52938757659414e-01
5.00034534976906e+02;1.13380277836104e-01;-5.54933408709495e-01
5.01187233627199e+02;1.13877912455854e-01;-5.56937291047768e-01
5.02342589522314e+02;1.14377619716802e-01;-5.58950454213831e-01
5.03500608787831e+02;1.14879407287098e-01;-5.60972948017026e-01
5.04661297563455e+02;1.15383282855002e-01;-5.63004822537754e-01
5.05824662003040e+02;1.15889254128841e-01;-5.65046128128776e-01
5.06990708274630e+02;1.16397328837009e-01;-5.67096915416470e-01
5.08159442560486e+02;1.16907514727925e-01;-5.69157235302253e-01
5.09330871057121e+02;1.17419819570026e-01;-5.71227138963785e-01
5.10504999975332e+02;1.17934251151728e-01;-5.73306677856300e-01
5.11681835540233e+02;1.18450817281422e-01;-5.75395903714000e-01
5.12861383991290e+02;1.18969525787430e-01;-5.77494868551290e-01
5.14043651582351e+02;1.19490384517986e-01;-5.79603624664175e-01
5.15228644581681e+02;1.20013401341207e-01;-5.81722224631550e-01
5.16416369271995e+02;1.20538584145071e-01;-5.83850721316550e-01
5.17606831950492e+02;1.21065940837383e-01;-5.85989167867890e-01
5.18800038928885e+02;1.21595479345740e-01;-5.88137617721211e-01
5.19995996533440e+02;1.22127207617516e-01;-5.90296124600419e-01
5.21194711105004e+02;1.22661133619817e-01;-5.92464742519058e-01
5.22396188999043e+02;1.23197265339452e-01;-5.94643525781630e-01
5.23600436585673e+02;1.23735610782897e-01;-5.96832528984963e-01
5.24807460249696e+02;1.24276177976277e-01;-5.99031807019610e-01
5.26017266390629e+02;1.24818974965310e-01;-6.01241415071160e-01
5.27229861422745e+02;1.25364009815277e-01;-6.03461408621646e-01
5.28445251775103e+02;1.25911290610997e-01;-6.05691843450910e-01
5.29663443891580e+02;1.26460825456777e-01;-6.07932775637968e-01
5.30884444230910e+02;1.27012622476370e-01;-6.10184261562371e-01
5.32108259266716e+02;1.27566689812949e-01;-6.12446357905654e-01
5.33334895487543e+02;1.28123035629060e-01;-6.14719121652672e-01
5.34564359396893e+02;1.28681668106574e-01;-6.17002610092978e-01
5.35796657513263e+02;1.29242595446658e-01;-6.19296880822263e-01
5.37031796370174e+02;1.29805825869714e-01;-6.21601991743711e-01
5.38269782516209e+02;1.30371367615356e-01;-6.23918001069448e-01
5.39510622515048e+02;1.30939228942347e-01;-6.26244967321896e-01
5.40754322945501e+02;1.31509418128554e-01;-6.28582949335175e-01
5.42000890401544e+02;1.32081943470916e-01;-6.30932006256610e-01
5.43250331492353e+02;1.32656813285371e-01;-6.33292197547996e-01
5.44502652842341e+02;1.33234035906834e-01;-6.35663582987141e-01
5.45757861091190e+02;1.33813619689123e-01;-6.38046222669219e-01
5.47015962893891e+02;1.34395573004926e-01;-6.40440177008243e-01
5.48276964920773e+02;1.34979904245735e-01;-6.42845506738420e-01
5.49540873857543e+02;1.35566621821793e-01;-6.45262272915663e-01
5.50807696405322e+02;1.36155734162051e-01;-6.47690536918949e-01
5.52077439280676e+02;1.36747249714099e-01;-6.50130360451801e-01
5.53350109215655e+02;1.37341176944128e-01;-6.52581805543760e-01
5.54625712957829e+02;1.37937524336840e-01;-6.55044934551700e-01
5.55904257270321e+02;1.38536300395424e-01;-6.57519810161431e-01
5.57185748931847e+02;1.39137513641482e-01;-6.60006495389045e-01
5.58470194736748e+02;1.39741172614955e-01;-6.62505053582387e-01
5.59757601495027e+02;1.40347285874079e-01;-6.65015548422531e-01
5.61047976032387e+02;1.40955861995318e-01;-6.67538043925218e-01
5.62341325190266e+02;1.41566909573299e-01;-6.70072604442322e-01
5.63637655825871e+02;1.42180437220744e-01;-6.72619294663304e-01
5.64936974812219e+02;1.42796453568394e-01;-6.75178179616692e-01
5.66239289038169e+02;1.43414967264964e-01;-6.77749324671535e-01
5.67544605408463e+02;1.44035986977061e-01;-6.80332795538886e-01
5.68852930843757e+02;1.44659521389110e-01;-6.82928658273260e-01
5.70164272280663e+02;1.45285579203298e-01;-6.85536979274122e-01
5.71478636671782e+02;1.45914169139478e-01;-6.88157825287364e-01
5.72796030985744e+02;1.46545299935118e-01;-6.90791263406771e-01
5.74116462207242e+02;1.47178980345218e-01;-6.93437361075530e-01
5.75439937337071e+02;1.47815219142236e-01;-6.96096186087695e-01
5.76766463392165e+02;1.48454025116008e-01;-6.98767806589671e-01
5.78096047405632e+02;1.49095407073666e-01;-7.01452291081736e-01
5.79428696426795e+02;1.49739373839574e-01;-7.04149708419503e-01
5.80764417521225e+02;1.50385934255228e-01;-7.06860127815403e-01
5.82103217770785e+02;1.51035097179193e-01;-7.09583618840244e-01
5.83445104273658e+02;1.51686871487004e-01;-7.12320251424648e-01
5.84790084144393e+02;1.52341266071097e-01;-7.15070095860555e-01
5.86138164513941e+02;1.52998289840709e-01;-7.17833222802779e-01
5.87489352529689e+02;1.53657951721800e-01;-7.20609703270461e-01
5.88843655355501e+02;1.54320260656970e-01;-7.23399608648607e-01
5.90201080171756e+02;1.54985225605351e-01;-7.26203010689568e-01
5.91561634175386e+02;1.55652855542538e-01;-7.29019981514588e-01
5.92925324579911e+02;1.56323159460490e-01;-7.31850593615285e-01
5.94292158615484e+02;1.56996146367431e-01;-7.34694919855190e-01
5.95662143528921e+02;1.57671825287764e-01;-7.37553033471240e-01
5.97035286583748e+02;1.58350205261970e-01;-7.40425008075328e-01
5.98411595060230e+02;1.59031295346516e-01;-7.43310917655786e-01
5.99791076255420e+02;1.59715104613757e-01;-7.46210836578929e-01
6.01173737483188e+02;1.60401642151830e-01;-7.49124839590582e-01
6.02559586074267e+02;1.61090917064561e-01;-7.52053001817598e-01
6.03948629376289e+02;1.61782938471361e-01;-7.54995398769375e-01
6.05340874753823e+02;1.62477715507115e-01;-7.57952106339388e-01
6.06736329588414e+02;1.63175257322105e-01;-7.60923200806744e-01
6.08135001278627e+02;1.63875573081857e-01;-7.63908758837660e-01
6.09536897240078e+02;1.64578671967080e-01;-7.66908857487041e-01
6.10942024905480e+02;1.65284563173537e-01;-7.69923574199994e-01
6.12350391724681e+02;1.65993255911929e-01;-7.72952986813365e-01
6.13762005164702e+02;1.66704759407794e-01;-7.75997173557261e-01
6.15176872709775e+02;1.67419082901395e-01;-7.79056213056604e-01
6.16595001861389e+02;1.68136235647607e-01;-7.82130184332657e-01
6.18016400138323e+02;1.68856226915785e-01;-7.85219166804570e-01
6.19441075076688e+02;1.69579065989672e-01;-7.88323240290904e-01
6.20869034229970e+02;1.70304762167270e-01;-7.91442485011184e-01
6.22300285169066e+02;1.71033324760712e-01;-7.94576981587432e-01
6.23734835482325e+02;1.71764763096156e-01;-7.97726811045704e-01
6.25172692775591e+02;1.72499086513654e-01;-8.00892054817639e-01
6.26613864672241e+02;1.73236304367031e-01;-8.04072794742005e-01
6.28058358813223e+02;1.73976426023755e-01;-8.07269113066208e-01
6.29506182857102e+02;1.74719460864827e-01;-8.10481092447882e-01
6.30957344480098e+02;1.75465418284635e-01;-8.13708815956403e-01
6.32411851376124e+02;1.76214307690822e-01;-8.16952367074424e-01
6.33869711256831e+02;1.76966138504184e-01;-8.20211829699446e-01
6.35330931851648e+02;1.77720920158504e-01;-8.23487288145331e-01
6.36795520907819e+02;1.78478662100441e-01;-8.26778827143878e-01
6.38263486190452e+02;1.79239373789381e-01;-8.30086531846331e-01
6.39734835482551e+02;1.80003064697311e-01;-8.33410487824941e-01
6.41209576585064e+02;1.80769744308677e-01;-8.36750781074509e-01
6.42687717316922e+02;1.81539422120244e-01;-8.40107498013932e-01
6.44169265515080e+02;1.82312107640961e-01;-8.43480725487726e-01
6.45654229034558e+02;1.83087810391803e-01;-8.46870550767588e-01
6.47142615748485e+02;1.83866539905645e-01;-8.50277061553928e-01
6.48634433548140e+02;1.84648305727108e-01;-8.53700345977415e-01
6.50129690342992e+02;1.85433117412422e-01;-8.57140492600502e-01
6.51628394060744e+02;1.86220984529257e-01;-8.60597590418995e-01
6.53130552647373e+02;1.87011916656593e-01;-8.64071728863568e-01
6.54636174067175e+02;1.87805923384568e-01;-8.67562997801297e-01
6.56145266302806e+02;1.88603014314306e-01;-8.71071487537213e-01
6.57657837355320e+02;1.89403199057794e-01;-8.74597288815841e-01
6.59173895244221e+02;1.90206487237692e-01;-8.78140492822717e-01
6.60693448007495e+02;1.91012888487206e-01;-8.81701191185931e-01
6.62216503701661e+02;1.91822412449904e-01;-8.85279475977670e-01
6.63743070401808e+02;1.92635068779579e-01;-8.88875439715719e-01
6.65273156201640e+02;1.93450867140072e-01;-8.92489175365037e-01
6.66806769213521e+02;1.94269817205115e-01;-8.96120776339241e-01
6.68343917568513e+02;1.95091928658159e-01;-8.99770336502164e-01
6.69884609416424e+02;1.95917211192216e-01;-9.03437950169347e-01
6.71428852925850e+02;1.96745674509690e-01;-9.07123712109616e-01
6.72976656284215e+02;1.97577328322204e-01;-9.10827717546546e-01
6.74528027697819e+02;1.98412182350430e-01;-9.14550062160022e-01
6.76082975391879e+02;1.99250246323921e-01;-9.18290842087735e-01
6.77641507610572e+02;2.00091529980930e-01;-9.22050153926700e-01
6.79203632617081e+02;2.00936043068243e-01;-9.25828094734785e-01
6.80769358693638e+02;2.01783795340986e-01;-9.29624762032213e-01
6.82338694141565e+02;2.02634796562465e-01;-9.33440253803077e-01
6.83911647281325e+02;2.03489056503988e-01;-9.37274668496815e-01
6.85488226452557e+02;2.04346584944650e-01;-9.41128105029765e-01
6.87068440014127e+02;2.05207391671188e-01;-9.45000662786636e-01
6.88652296344171e+02;2.06071486477782e-01;-9.48892441622019e-01
6.90239803840136e+02;2.06938879165862e-01;-9.52803541861869e-01
6.91830970918831e+02;2.07809579543930e-01;-9.56734064305023e-01
6.93425806016463e+02;2.08683597427356e-01;-9.60684110224665e-01
6.95024317588690e+02;2.09560942638203e-01;-9.64653781369827e-01
6.96626514110662e+02;2.10441625005038e-01;-9.68643179966874e-01
6.98232404077064e+02;2.11325654362709e-01;-9.72652408720986e-01
6.99841996002166e+02;2.12213040552180e-01;-9.76681570817635e-01
7.01455298419864e+02;2.13103793420314e-01;-9.80730769924045e-01
7.03072319883726e+02;2.13997922819688e-01;-9.84800110190708e-01
7.04693068967039e+02;2.14895438608383e-01;-9.88889696252786e-01
7.06317554262854e+02;2.15796350649775e-01;-9.92999633231633e-01
7.07945784384029e+02;2.16700668812353e-01;-9.97130026736220e-01
7.09577767963280e+02;2.17608402969494e-01;-1.00128098286462e+00
7.11213513653220e+02;2.18519562999267e-01;-1.00545260820543e+00
7.12853030126410e+02;2.19434158784212e-01;-1.00964500983923e+00
7.14496326075404e+02;2.20352200211146e-01;-1.01385829534005e+00
7.16143410212792e+02;2.21273697170943e-01;-1.01809257277678e+00
7.17794291271251e+02;2.22198659558314e-01;-1.02234795071461e+00
7.19448978003589e+02;2.23127097271607e-01;-1.02662453821649e+00
7.21107479182789e+02;2.24059020212575e-01;-1.03092244484450e+00
7.22769803602059e+02;2.24994438286171e-01;-1.03524178066134e+00
7.24435960074878e+02;2.25933361400321e-01;-1.03958265623170e+00
7.26105957435043e+02;2.26875799465705e-01;-1.04394518262369e+00
7.27779804536712e+02;2.27821762395531e-01;-1.04832947141023e+00
7.29457510254456e+02;2.28771260105313e-01;-1.05273563467048e+00
7.31139083483305e+02;2.29724302512648e-01;-1.05716378499121e+00
7.32824533138791e+02;2.30680899536981e-01;-1.06161403546822e+00
7.34513868157002e+02;2.31641061099387e-01;-1.06608649970769e+00
7.36207097494622e+02;2.32604797122328e-01;-1.07058129182761e+00
7.37904230128987e+02;2.33572117529428e-01;-1.07509852645909e+00
7.39605275058124e+02;2.34543032245234e-01;-1.07963831874780e+00
7.41310241300803e+02;2.35517551194989e-01;-1.08420078435527e+00
7.43019137896587e+02;2.36495684304390e-01;-1.08878603946030e+00
7.44731973905874e+02;2.37477441499342e-01;-1.09339420076028e+00
7.46448758409951e+02;2.38462832705731e-01;-1.09802538547254e+00
7.48169500511039e+02;2.39451867849171e-01;-1.10267971133570e+00
7.49894209332340e+02;2.40444556854777e-01;-1.10735729661099e+00
7.51622894018089e+02;2.41440909646897e-01;-1.11205826008360e+00
7.53355563733601e+02;2.42440936148878e-01;-1.11678272106395e+00
7.55092227665317e+02;2.43444646282828e-01;-1.12153079938906e+00
7.56832895020857e+02;2.44452049969349e-01;-1.12630261542384e+00
7.58577575029066e+02;2.45463157127296e-01;-1.13109829006236e+00
7.60326276940064e+02;2.46477977673518e-01;-1.13591794472916e+00
7.62079010025294e+02;2.47496521522607e-01;-1.14076170138057e+00
7.63835783577572e+02;2.48518798586650e-01;-1.14562968250592e+00
7.65596606911138e+02;2.49544818774962e-01;-1.15052201112887e+00
7.67361489361700e+02;2.50574591993823e-01;-1.15543881080866e+00
7.69130440286490e+02;2.51608128146234e-01;-1.16038020564132e+00
7.70903469064310e+02;2.52645437131649e-01;-1.16534632026098e+00
7.72680585095582e+02;2.53686528845690e-01;-1.17033727984108e+00
7.74461797802398e+02;2.54731413179929e-01;-1.17535321009561e+00
7.76247116628571e+02;2.55780100021574e-01;-1.18039423728030e+00
7.78036551039683e+02;2.56832599253225e-01;-1.18546048819390e+00
7.79830110523137e+02;2.57888920752612e-01;-1.19055209017935e+00
7.81627804588208e+02;2.58949074392304e-01;-1.19566917112495e+00
7.83429642766090e+02;2.60013070039446e-01;-1.20081185946561e+00
7.85235634609949e+02;2.61080917555494e-01;-1.20598028418400e+00
7.87045789694976e+02;2.62152626795931e-01;-1.21117457481172e+00
7.88860117618431e+02;2.63228207609982e-01;-1.21639486143048e+00
7.90678627999702e+02;2.64307669840361e-01;-1.22164127467323e+00
7.92501330480348e+02;2.65391023322965e-01;-1.22691394572534e+00
7.94328234724157e+02;2.66478277886612e-01;-1.23221300632570e+00
7.96159350417194e+02;2.67569443352753e-01;-1.23753858876790e+00
7.97994687267852e+02;2.68664529535179e-01;-1.24289082590128e+00
7.99834255006903e+02;2.69763546239761e-01;-1.24826985113210e+00
8.01678063387553e+02;2.70866503264127e-01;-1.25367579842458e+00
8.03526122185491e+02;2.71973410397409e-01;-1.25910880230206e+00
8.05378441198940e+02;2.73084277419936e-01;-1.26456899784801e+00
8.07235030248712e+02;2.74199114102943e-01;-1.27005652070715e+00
8.09095899178255e+02;2.75317930208295e-01;-1.27557150708647e+00
8.10961057853714e+02;2.76440735488168e-01;-1.28111409375633e+00
8.12830516163972e+02;2.77567539684777e-01;-1.28668441805143e+00
8.14704284020712e+02;2.78698352530079e-01;-1.29228261787188e+00
8.16582371358464e+02;2.79833183745453e-01;-1.29790883168423e+00
8.18464788134661e+02;2.80972043041426e-01;-1.30356319852245e+00
8.20351544329689e+02;2.82114940117372e-01;-1.30924585798891e+00
8.22242649946942e+02;2.83261884661198e-01;-1.31495695025542e+00
8.24138115012873e+02;2.84412886349046e-01;-1.32069661606412e+00
8.26037949577049e+02;2.85567954844995e-01;-1.32646499672857e+00
8.27942163712204e+02;2.86727099800755e-01;-1.33226223413456e+00
8.29850767514292e+02;2.87890330855349e-01;-1.33808847074112e+00
8.31763771102540e+02;2.89057657634834e-01;-1.34394384958147e+00
8.33681184619503e+02;2.90229089751963e-01;-1.34982851426386e+00
8.35603018231116e+02;2.91404636805884e-01;-1.35574260897259e+00
8.37529282126751e+02;2.92584308381845e-01;-1.36168627846875e+00
8.39459986519265e+02;2.93768114050858e-01;-1.36765966809125e+00
8.41395141645062e+02;2.94956063369403e-01;-1.37366292375758e+00
8.43334757764142e+02;2.96148165879116e-01;-1.37969619196474e+00
8.45278845160157e+02;2.97344431106447e-01;-1.38575961979002e+00
8.47227414140463e+02;2.98544868562389e-01;-1.39185335489188e+00
8.49180475036180e+02;2.99749487742115e-01;-1.39797754551075e+00
8.51138038202242e+02;3.00958298124684e-01;-1.40413234046982e+00
8.53100114017455e+02;3.02171309172723e-01;-1.41031788917588e+00
8.55066712884548e+02;3.03388530332094e-01;-1.41653434162004e+00
8.57037845230234e+02;3.04609971031573e-01;-1.42278184837852e+00
8.59013521505260e+02;3.05835640682558e-01;-1.42906056061344e+00
8.60993752184465e+02;3.07065548678686e-01;-1.43537063007352e+00
8.62978547766834e+02;3.08299704395569e-01;-1.44171220909478e+00
8.64967918775557e+02;3.09538117190424e-01;-1.44808545060135e+00
8.66961875758079e+02;3.10780796401779e-01;-1.45449050810605e+00
8.68960429286164e+02;3.12027751349128e-01;-1.46092753571118e+00
8.70963589955943e+02;3.13278991332595e-01;-1.46739668810912e+00
8.72971368387973e+02;3.14534525632627e-01;-1.47389812058302e+00
8.74983775227297e+02;3.15794363509651e-01;-1.48043198900745e+00
8.77000821143496e+02;3.17058514203736e-01;-1.48699844984902e+00
8.79022516830745e+02;3.18326986934284e-01;-1.49359766016697e+00
8.81048873007874e+02;3.19599790899669e-01;-1.50022977761383e+00
8.83079900418423e+02;3.20876935276924e-01;-1.50689496043593e+00
8.85115609830695e+02;3.22158429221400e-01;-1.51359336747407e+00
8.87156012037820e+02;3.23444281866430e-01;-1.52032515816397e+00
8.89201117857807e+02;3.24734502323000e-01;-1.52709049253689e+00
8.91250938133604e+02;3.26029099679400e-01;-1.53388953122013e+00
8.93305483733153e+02;3.27328083000899e-01;-1.54072243543755e+00
8.95364765549451e+02;3.28631461329401e-01;-1.54758936701003e+00
8.97428794500606e+02;3.29939243683105e-01;-1.55449048835604e+00
8.99497581529892e+02;3.31251439056175e-01;-1.56142596249200e+00
9.01571137605813e+02;3.32568056418388e-01;-1.56839595303281e+00
9.03649473722158e+02;3.33889104714807e-01;-1.57540062419224e+00
9.05732600898056e+02;3.35214592865433e-01;-1.58244014078338e+00
9.07820530178041e+02;3.36544529764853e-01;-1.58951466821904e+00
9.09913272632107e+02;3.37878924281917e-01;-1.59662437251212e+00
9.12010839355764e+02;3.39217785259389e-01;-1.60376942027599e+00
9.14113241470104e+02;3.40561121513605e-01;-1.61094997872486e+00
9.16220490121854e+02;3.41908941834117e-01;-1.61816621567412e+00
9.18332596483434e+02;3.43261254983369e-01;-1.62541829954063e+00
9.20449571753024e+02;3.44618069696348e-01;-1.63270639934310e+00
9.22571427154616e+02;3.45979394680217e-01;-1.64003068470228e+00
9.24698173938075e+02;3.47345238614007e-01;-1.64739132584134e+00
9.26829823379201e+02;3.48715610148239e-01;-1.65478849358606e+00
9.28966386779788e+02;3.50090517904608e-01;-1.66222235936508e+00
9.31107875467682e+02;3.51469970475613e-01;-1.66969309521016e+00
9.33254300796842e+02;3.52853976424217e-01;-1.67720087375636e+00
9.35405674147402e+02;3.54242544283507e-01;-1.68474586824225e+00
9.37562006925730e+02;3.55635682556350e-01;-1.69232825251004e+00
9.39723310564488e+02;3.57033399715034e-01;-1.69994820100581e+00
9.41889596522691e+02;3.58435704200933e-01;-1.70760588877960e+00
9.44060876285772e+02;3.59842604424157e-01;-1.71530149148552e+00
9.46237161365642e+02;3.61254108763192e-01;-1.72303518538194e+00
9.48418463300745e+02;3.62670225564580e-01;-1.73080714733145e+00
9.50604793656129e+02;3.64090963142547e-01;-1.73861755480105e+00
9.52796164023499e+02;3.65516329778671e-01;-1.74646658586215e+00
9.54992586021283e+02;3.66946333721525e-01;-1.75435441919059e+00
9.57194071294691e+02;3.68380983186343e-01;-1.76228123406671e+00
9.59400631515779e+02;3.69820286354661e-01;-1.77024721037531e+00
9.61612278383510e+02;3.71264251373970e-01;-1.77825252860564e+00
9.63829023623816e+02;3.72712886357383e-01;-1.78629736985138e+00
9.66050878989658e+02;3.74166199383273e-01;-1.79438191581057e+00
9.68277856261094e+02;3.75624198494940e-01;-1.80250634878556e+00
9.70509967245334e+02;3.77086891700257e-01;-1.81067085168290e+00
9.72747223776809e+02;3.78554286971322e-01;-1.81887560801326e+00
9.74989637717230e+02;3.80026392244127e-01;-1.82712080189127e+00
9.77237220955654e+02;3.81503215418194e-01;-1.83540661803541e+00
9.79489985408541e+02;3.82984764356242e-01;-1.84373324176783e+00
9.81747943019826e+02;3.84471046883848e-01;-1.85210085901419e+00
9.84011105760975e+02;3.85962070789088e-01;-1.86050965630342e+00
9.86279485631052e+02;3.87457843822205e-01;-1.86895982076758e+00
9.88553094656780e+02;3.88958373695265e-01;-1.87745154014154e+00
9.90831944892608e+02;3.90463668081802e-01;-1.88598500276279e+00
9.93116048420774e+02;3.91973734616508e-01;-1.89456039757114e+00
9.95405417351366e+02;3.93488580894853e-01;-1.90317791410844e+00
9.97700063822392e+02;3.95008214472770e-01;-1.91183774251827e+00
9.99999999999839e+02;3.96532642866307e-01;-1.92054007354561e+00
1.00230523807774e+03;3.98061873551294e-01;-1.92928509853651e+00
1.00461579027823e+03;3.99595913962992e-01;-1.93807300943770e+00
1.00693166885164e+03;4.01134771495767e-01;-1.94690399879624e+00
1.00925288607652e+03;4.02678453502751e-01;-1.95577825975907e+00
1.01157945425973e+03;4.04226967295510e-01;-1.96469598607267e+00
1.01391138573652e+03;4.05780320143694e-01;-1.97365737208254e+00
1.01624869287053e+03;4.07338519274717e-01;-1.98266261273276e+00
1.01859138805395e+03;4.08901571873423e-01;-1.99171190356559e+00
1.02093948370751e+03;4.10469485081745e-01;-2.00080544072087e+00
