Freq;Voutdb;Voutrad
1.87931681680324e+00;3.01368983933697e-07;-4.40977936208848e-03
1.88364908948977e+00;3.02759924037117e-07;-4.41994495370166e-03
1.88799134909627e+00;3.04157583573865e-07;-4.43013397901170e-03
1.89234361864495e+00;3.05561495809462e-07;-4.44034649256422e-03
1.89670592121112e+00;3.06971689673727e-07;-4.45058254873429e-03
1.90107827992327e+00;3.08388693618090e-07;-4.46084220124588e-03
1.90546071796322e+00;3.09812237630867e-07;-4.47112550480117e-03
1.90985325856621e+00;3.11242354499187e-07;-4.48143251394288e-03
1.91425592502106e+00;3.12678874501419e-07;-4.49176328255902e-03
1.91866874067026e+00;3.14122123580232e-07;-4.50211786682249e-03
1.92309172891013e+00;3.15572036161357e-07;-4.51249632012965e-03
1.92752491319091e+00;3.17028643103268e-07;-4.52289869881925e-03
1.93196831701690e+00;3.18491973335785e-07;-4.53332505742921e-03
1.93642196394658e+00;3.19962260226143e-07;-4.54377545132133e-03
1.94088587759275e+00;3.21438932892499e-07;-4.55424993535731e-03
1.94536008162263e+00;3.22922623933645e-07;-4.56474856587940e-03
1.94984459975802e+00;3.24413163627950e-07;-4.57527139856691e-03
1.95433945577537e+00;3.25910582833886e-07;-4.58581848845426e-03
1.95884467350596e+00;3.27414918195894e-07;-4.59638989220111e-03
1.96336027683602e+00;3.28926194786483e-07;-4.60698566516597e-03
1.96788628970682e+00;3.30444549540144e-07;-4.61760586433902e-03
1.97242273611482e+00;3.31969913025299e-07;-4.62825054556883e-03
1.97696964011183e+00;3.33502117448971e-07;-4.63891976518929e-03
1.98152702580507e+00;3.35041297816996e-07;-4.64961357970363e-03
1.98609491735734e+00;3.36587882290751e-07;-4.66033204609900e-03
1.99067333898716e+00;3.38141703077257e-07;-4.67107522169432e-03
1.99526231496885e+00;3.39702202795257e-07;-4.68184316184616e-03
1.99986186963271e+00;3.41270303341769e-07;-4.69263592534279e-03
2.00447202736513e+00;3.42845541839625e-07;-4.70345356851474e-03
2.00909281260870e+00;3.44428155513366e-07;-4.71429614901158e-03
2.01372424986236e+00;3.46017970784052e-07;-4.72516372414902e-03
2.01836636368153e+00;3.47615030082086e-07;-4.73605635173140e-03
2.02301917867824e+00;3.49219559060082e-07;-4.74697408956638e-03
2.02768271952125e+00;3.50831496001081e-07;-4.75791699529857e-03
2.03235701093619e+00;3.52450673112105e-07;-4.76888512640496e-03
2.03704207770569e+00;3.54077923572049e-07;-4.77987854265239e-03
2.04173794466950e+00;3.55711891536544e-07;-4.79089730054331e-03
2.04644463672464e+00;3.57353896205508e-07;-4.80194145984326e-03
2.05116217882553e+00;3.59003384054992e-07;-4.81301107852070e-03
2.05589059598411e+00;3.60660586523576e-07;-4.82410621503307e-03
2.06062991326997e+00;3.62324944301346e-07;-4.83522692817416e-03
2.06538015581050e+00;3.63997579865424e-07;-4.84637327770148e-03
2.07014134879101e+00;3.65677837473154e-07;-4.85754532240719e-03
2.07491351745488e+00;3.67365749911665e-07;-4.86874312140318e-03
2.07969668710366e+00;3.69061259321307e-07;-4.87996673314669e-03
2.08449088309726e+00;3.70764691644745e-07;-4.89121621871346e-03
2.08929613085401e+00;3.72476089312381e-07;-4.90249163688648e-03
2.09411245585086e+00;3.74195587330049e-07;-4.91379304759669e-03
2.09893988362349e+00;3.75922722820582e-07;-4.92512051061183e-03
2.10377843976644e+00;3.77658031950023e-07;-4.93647408634840e-03
2.10862814993326e+00;3.79401051841202e-07;-4.94785383457574e-03
2.11348903983661e+00;3.81152218370112e-07;-4.95925981587313e-03
2.11836113524847e+00;3.82911668471241e-07;-4.97069209066004e-03
2.12324446200018e+00;3.84679043414783e-07;-4.98215071952167e-03
2.12813904598268e+00;3.86454572710660e-07;-4.99363576320323e-03
2.13304491314654e+00;3.88238402936635e-07;-5.00514728277395e-03
2.13796208950220e+00;3.90030464661129e-07;-5.01668533930935e-03
2.14289060112002e+00;3.91830804171852e-07;-5.02824999388336e-03
2.14783047413050e+00;3.93639450398622e-07;-5.03984130740076e-03
2.15278173472434e+00;3.95456343553135e-07;-5.05145934142715e-03
2.15774440915263e+00;3.97281632141807e-07;-5.06310415801045e-03
2.16271852372698e+00;3.99115441527198e-07;-5.07477581904843e-03
2.16770410481966e+00;4.00957418765467e-07;-5.08647438527959e-03
2.17270117886371e+00;4.02808296745449e-07;-5.09819992022733e-03
2.17770977235312e+00;4.04667722523302e-07;-5.10995248528788e-03
2.18272991184296e+00;4.06535329654600e-07;-5.12173214219430e-03
2.18776162394952e+00;4.08411860671452e-07;-5.13353895462647e-03
2.19280493535041e+00;4.10297151638192e-07;-5.14537298447086e-03
2.19785987278479e+00;4.12191046333770e-07;-5.15723429443930e-03
2.20292646305342e+00;4.14093583331279e-07;-5.16912294756308e-03
2.20800473301886e+00;4.16004907279825e-07;-5.18103900670430e-03
2.21309470960560e+00;4.17925151256587e-07;-5.19298253571966e-03
2.21819641980018e+00;4.19854159040517e-07;-5.20495359698258e-03
2.22330989065136e+00;4.21792075280723e-07;-5.21695225434180e-03
2.22843514927026e+00;4.23738936621639e-07;-5.22897857132029e-03
2.23357222283049e+00;4.25694984145115e-07;-5.24103261274869e-03
2.23872113856830e+00;4.27659762688602e-07;-5.25311444067614e-03
2.24388192378273e+00;4.29633812275451e-07;-5.26522412058483e-03
2.24905460583574e+00;4.31616872537250e-07;-5.27736171616041e-03
2.25423921215239e+00;4.33609088123107e-07;-5.28952729141447e-03
2.25943577022094e+00;4.35610599824818e-07;-5.30172091117280e-03
2.26464430759302e+00;4.37621351711387e-07;-5.31394264075916e-03
2.26986485188378e+00;4.39641289780472e-07;-5.32619254369011e-03
2.27509743077203e+00;4.41670549037905e-07;-5.33847068626820e-03
2.28034207200038e+00;4.43709276061447e-07;-5.35077713250022e-03
2.28559880337539e+00;4.45757216268653e-07;-5.36311194770664e-03
2.29086765276773e+00;4.47814907754216e-07;-5.37547519834990e-03
2.29614864811232e+00;4.49881903070206e-07;-5.38786694860246e-03
2.30144181740847e+00;4.51958435583852e-07;-5.40028726492818e-03
2.30674718872003e+00;4.54044557368828e-07;-5.41273621280735e-03
2.31206479017555e+00;4.56140407288275e-07;-5.42521385919072e-03
2.31739464996844e+00;4.58245634327006e-07;-5.43772026857966e-03
2.32273679635706e+00;4.60360981017124e-07;-5.45025550906839e-03
2.32809125766496e+00;4.62485988338773e-07;-5.46281964581278e-03
2.33345806228096e+00;4.64620610004229e-07;-5.47541274625358e-03
2.33883723865931e+00;4.66765183528081e-07;-5.48803487636298e-03
2.34422881531988e+00;4.68919757126691e-07;-5.50068610390429e-03
2.34963282084826e+00;4.71084078146270e-07;-5.51336649501853e-03
